"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
2.330748708E0,-1.587448418E-1,5.850891024E-2,-2.058948856E-3,1.691965031E-1
2.340723708E0,-1.650336087E-1,1.079538390E-1,-4.432322457E-2,2.021253858E-1
2.350698708E0,-1.634359807E-1,1.547098905E-1,-8.083783090E-2,2.391259603E-1
2.360673708E0,-1.585691720E-1,1.916028857E-1,-1.124723107E-1,2.729576319E-1
2.370647708E0,-1.433265805E-1,2.440517247E-1,-1.306888759E-1,3.117424182E-1
2.380622708E0,-1.239508688E-1,3.136132658E-1,-1.355038285E-1,3.634259015E-1
2.390597708E0,-9.598261863E-2,3.912801147E-1,-1.320965737E-1,4.239838393E-1
2.400572708E0,-6.819738448E-2,4.750547707E-1,-1.165294573E-1,4.938694492E-1
2.410547708E0,-4.246379435E-2,5.665974617E-1,-9.634269774E-2,5.762966015E-1
2.420522708E0,-1.458834670E-2,6.647092104E-1,-7.278086990E-2,6.688409447E-1
2.430497708E0,1.995258592E-2,7.692505717E-1,-4.500915855E-2,7.708244756E-1
2.440471708E0,4.893481359E-2,8.742903471E-1,-1.923648641E-2,8.758700071E-1
2.450446708E0,7.769455761E-2,9.696922302E-1,3.442461602E-3,9.728058985E-1
2.460421708E0,9.841933846E-2,1.049803138E0,2.454511449E-2,1.054692115E0
2.470396708E0,1.157783568E-1,1.115858912E0,3.981088474E-2,1.122555409E0
2.480371708E0,1.235829815E-1,1.166233659E0,5.357179046E-2,1.173986217E0
2.490346708E0,1.312054694E-1,1.201810002E0,6.591927260E-2,1.210746673E0
2.500321708E0,1.335902214E-1,1.220195293E0,7.132479548E-2,1.229556883E0
2.510296708E0,1.256542653E-1,1.223219633E0,7.830335200E-2,1.232147183E0
2.520270708E0,1.142375097E-1,1.219291449E0,8.519713581E-2,1.227591299E0
2.530245708E0,1.025771275E-1,1.216313481E0,9.107659757E-2,1.224024305E0
2.540220708E0,8.493990451E-2,1.214537859E0,9.822300076E-2,1.221460092E0
2.550195708E0,6.567539275E-2,1.225672603E0,9.931889176E-2,1.231442580E0
2.560170708E0,4.300172627E-2,1.252473593E0,1.005457640E-1,1.257238521E0
2.570145708E0,1.793978363E-2,1.285109282E0,1.018768102E-1,1.289265910E0
2.580120708E0,-1.237700926E-3,1.330734253E0,9.459747374E-2,1.334092900E0
2.590095708E0,-2.446659096E-2,1.381152987E0,8.472779393E-2,1.383965674E0
2.600069708E0,-4.574983567E-2,1.431099176E0,6.762141734E-2,1.433426160E0
2.610044708E0,-6.284333766E-2,1.478406429E0,4.802241921E-2,1.480520519E0
2.620019708E0,-7.346259803E-2,1.515995860E0,1.960173622E-2,1.517901324E0
2.629994708E0,-8.183903992E-2,1.538255572E0,-1.158467866E-2,1.540474615E0
2.639969708E0,-8.719898015E-2,1.546953440E0,-4.475977272E-2,1.550055497E0
2.649944708E0,-8.609989285E-2,1.538589954E0,-7.240097970E-2,1.542697035E0
2.659919708E0,-7.764662802E-2,1.509298921E0,-1.052618027E-1,1.514956197E0
