"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.087818000E0,7.149270922E-2,-1.286560893E0,-2.169575915E-2,1.288728383E0
1.097794000E0,1.010133550E-1,-1.239730716E0,-1.764878072E-2,1.243964399E0
1.107770000E0,1.334021837E-1,-1.153722405E0,-9.984469041E-3,1.161452204E0
1.117745000E0,1.640982777E-1,-1.031579614E0,-3.106226679E-3,1.044554638E0
1.127721000E0,1.903439909E-1,-8.889763951E-1,2.525559627E-3,9.091293882E-1
1.137696000E0,2.136264443E-1,-7.409522533E-1,6.837746128E-3,7.711635716E-1
1.147672000E0,2.262535542E-1,-5.960574150E-1,8.797565475E-3,6.376147034E-1
1.157647000E0,2.345238626E-1,-4.753751159E-1,1.542597543E-2,5.303026529E-1
1.167623000E0,2.395753413E-1,-3.779543042E-1,1.687926427E-2,4.478065540E-1
1.177599000E0,2.377084941E-1,-2.990147173E-1,2.074430510E-2,3.825512456E-1
1.187574000E0,2.332053483E-1,-2.637177110E-1,2.474384010E-2,3.529079528E-1
1.197550000E0,2.199705988E-1,-2.713858485E-1,2.093892172E-2,3.499654005E-1
1.207525000E0,1.973989755E-1,-3.109279275E-1,1.340350602E-2,3.685406159E-1
1.217501000E0,1.690763086E-1,-3.631170094E-1,6.579416804E-3,4.006046048E-1
1.227476000E0,1.306245327E-1,-4.132033587E-1,4.601753317E-3,4.333831564E-1
1.237452000E0,9.750671685E-2,-4.609931111E-1,-1.153014600E-3,4.711937370E-1
1.247427000E0,6.054709479E-2,-4.938743412E-1,-3.222024534E-3,4.975823521E-1
1.257403000E0,3.087450378E-2,-5.086862445E-1,-2.949640155E-3,5.096308769E-1
1.267379000E0,-3.207833041E-3,-4.932220280E-1,-7.597921416E-3,4.932909765E-1
1.277354000E0,-3.444506973E-2,-4.440128803E-1,-1.009197999E-2,4.454612764E-1
1.287330000E0,-6.869731098E-2,-3.673276901E-1,-7.751860656E-3,3.737767299E-1
1.297305000E0,-1.004150510E-1,-2.545468211E-1,-4.738490097E-3,2.736781319E-1
1.307281000E0,-1.276855469E-1,-1.250186712E-1,-3.633277956E-3,1.787357483E-1
1.317256000E0,-1.424751580E-1,1.041916944E-2,5.010090768E-3,1.429434530E-1
1.327232000E0,-1.586621255E-1,1.447285116E-1,8.240239695E-3,2.149137354E-1
1.337208000E0,-1.692328602E-1,2.626657486E-1,8.187494241E-3,3.125701386E-1
1.347183000E0,-1.804082841E-1,3.640917242E-1,7.754198276E-3,4.064111959E-1
1.357159000E0,-1.829451621E-1,4.371930361E-1,1.089547388E-2,4.740521010E-1
1.367134000E0,-1.895489991E-1,4.866316915E-1,1.010105386E-2,5.223420885E-1
1.377110000E0,-1.899344921E-1,5.084584951E-1,7.078166120E-3,5.428215665E-1
1.387085000E0,-1.829048097E-1,5.021560788E-1,3.737497143E-3,5.344425748E-1
1.397061000E0,-1.722719818E-1,4.709980488E-1,8.922386914E-4,5.015152976E-1
1.407036000E0,-1.566600055E-1,4.348885119E-1,-1.510465052E-3,4.622473976E-1
1.417012000E0,-1.384981722E-1,3.936016858E-1,-3.912169952E-3,4.172760906E-1
1.426988000E0,-1.186227351E-1,3.713802695E-1,-6.150823087E-3,3.899134398E-1
1.436963000E0,-9.826894104E-2,3.679498434E-1,-3.697128035E-3,3.808642026E-1
