"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
1.087930458E0,-6.102187634E-1,-7.483168840E-1,1.316469908E-2,9.656699267E-1
1.097905458E0,-6.523812413E-1,-8.032929301E-1,1.004512887E-2,1.034882467E0
1.107881458E0,-6.745011806E-1,-8.613099456E-1,1.139251515E-3,1.093987186E0
1.117856458E0,-6.747886539E-1,-9.177566171E-1,-1.488172263E-2,1.139227107E0
1.127832458E0,-6.509440541E-1,-9.528853297E-1,-2.954002842E-2,1.154379152E0
1.137807458E0,-6.064701080E-1,-9.669359326E-1,-4.729720578E-2,1.142369518E0
1.147783458E0,-5.431705117E-1,-9.572463036E-1,-6.516301632E-2,1.102542928E0
1.157758458E0,-4.627517462E-1,-9.220413566E-1,-7.938226312E-2,1.034698500E0
1.167734458E0,-3.599784970E-1,-8.598312736E-1,-9.154331684E-2,9.366293377E-1
1.177709458E0,-2.493957430E-1,-7.834630013E-1,-9.580156952E-2,8.277623159E-1
1.187685458E0,-1.354508102E-1,-6.959493756E-1,-9.206169844E-2,7.149600071E-1
1.197660458E0,-1.518063340E-2,-5.992690921E-1,-8.787177503E-2,6.058674320E-1
1.207636458E0,9.768706560E-2,-5.176267028E-1,-7.769851387E-2,5.324633558E-1
1.217611458E0,2.109311968E-1,-4.377370775E-1,-6.523670256E-2,4.902668112E-1
1.227587458E0,3.173577487E-1,-3.840104938E-1,-4.990408942E-2,5.006699693E-1
1.237562458E0,4.105257392E-1,-3.560763001E-1,-3.362538666E-2,5.444744077E-1
1.247538458E0,4.833104610E-1,-3.516144454E-1,-1.914737746E-2,5.979869079E-1
1.257513458E0,5.310475230E-1,-3.612332046E-1,-6.055847742E-3,6.422908789E-1
1.267489458E0,5.661376119E-1,-3.764137328E-1,4.056175239E-3,6.798643588E-1
1.277464458E0,5.816043019E-1,-3.950475454E-1,1.062677708E-2,7.031636051E-1
1.287439458E0,5.758274198E-1,-4.070458710E-1,1.289312635E-2,7.052870275E-1
1.297415458E0,5.504378676E-1,-4.093116522E-1,1.532711834E-2,6.861142728E-1
1.307390458E0,5.042341352E-1,-3.902586102E-1,1.361949928E-2,6.377611910E-1
1.317366458E0,4.416367710E-1,-3.511593640E-1,1.347419526E-2,5.643912564E-1
1.327341458E0,3.715988398E-1,-2.876001000E-1,1.266299654E-2,4.700636837E-1
1.337317458E0,2.882665992E-1,-2.100372761E-1,1.506939251E-2,3.569879216E-1
1.347292458E0,1.981489658E-1,-1.180961728E-1,1.934403181E-2,2.314819869E-1
1.357268458E0,1.021482944E-1,-2.016136795E-2,2.303645015E-2,1.066369207E-1
1.367243458E0,3.295151982E-4,7.655718178E-2,2.780031413E-2,8.144917512E-2
1.377219458E0,-9.699222445E-2,1.705624163E-1,3.233821690E-2,1.988587180E-1
1.387194458E0,-1.939573884E-1,2.511901259E-1,3.649887070E-2,3.194497072E-1
1.397170458E0,-2.813842893E-1,3.121353388E-1,3.943134844E-2,4.220905344E-1
1.407145458E0,-3.581642807E-1,3.591236174E-1,4.099569097E-2,5.088536835E-1
1.417121458E0,-4.281075001E-1,3.813384175E-1,4.118676484E-2,5.747968075E-1
1.427096458E0,-4.851715863E-1,3.998809457E-1,4.127944261E-2,6.300795436E-1
1.437072458E0,-5.234292150E-1,4.133005142E-1,3.938937932E-2,6.680920455E-1
1.447047458E0,-5.432628393E-1,4.123969078E-1,3.143159300E-2,6.827837631E-1
1.457023458E0,-5.437558293E-1,4.200779200E-1,2.498539165E-2,6.875755454E-1
1.466998458E0,-5.267872810E-1,4.275470376E-1,1.634076983E-2,6.786518471E-1
1.476974458E0,-4.887435138E-1,4.453836977E-1,6.992504001E-3,6.612758544E-1
1.486949458E0,-4.332834482E-1,4.790239334E-1,1.347933896E-3,6.459104367E-1
1.496924458E0,-3.619996309E-1,5.191884041E-1,-1.156796888E-2,6.330356622E-1
1.506900458E0,-2.700830102E-1,5.717315078E-1,-1.550438721E-2,6.325046525E-1
1.516875458E0,-1.756129265E-1,6.266773939E-1,-1.682128385E-2,6.510356454E-1
1.526851458E0,-7.447060198E-2,6.811220050E-1,-1.823036373E-2,6.854235205E-1
1.536826458E0,3.162519261E-2,7.345674634E-1,-1.271909289E-2,7.353579308E-1
1.546802458E0,1.368738562E-1,7.827951908E-1,-9.624766186E-3,7.947297650E-1
1.556777458E0,2.356587350E-1,8.203401566E-1,-4.370634444E-3,8.535292112E-1
1.566753458E0,3.285383284E-1,8.357098103E-1,2.835057676E-4,8.979690421E-1
1.576728458E0,4.102534950E-1,8.413457274E-1,1.530184411E-3,9.360410807E-1
1.586704458E0,4.741003811E-1,8.377152681E-1,4.358993843E-3,9.625783307E-1
1.596679458E0,5.230370164E-1,8.254923820E-1,5.124261603E-3,9.772572084E-1
1.606655458E0,5.536740422E-1,8.151491880E-1,-2.710362896E-4,9.854051031E-1
1.616630458E0,5.664151311E-1,7.996895909E-1,-6.514710374E-3,9.799857060E-1
1.626606458E0,5.604776144E-1,7.910942435E-1,-1.408900693E-2,9.696204198E-1
1.636581458E0,5.395352840E-1,7.907775640E-1,-1.885489374E-2,9.574878514E-1
1.646557458E0,4.998112917E-1,8.012832403E-1,-2.950887010E-2,9.448475707E-1
1.656532458E0,4.424289167E-1,8.206450939E-1,-3.624723479E-2,9.330142435E-1
1.666508458E0,3.769843876E-1,8.476529717E-1,-3.833914921E-2,9.284948462E-1
1.676483458E0,2.972520292E-1,8.788167834E-1,-4.246731475E-2,9.286986489E-1
1.686458458E0,2.121341974E-1,9.109203815E-1,-4.016767442E-2,9.361571990E-1
1.696434458E0,1.217089742E-1,9.416613579E-1,-3.771621734E-2,9.502429691E-1
1.706409458E0,2.525620908E-2,9.659845233E-1,-3.439605236E-2,9.669266072E-1
1.716385458E0,-6.555651873E-2,9.839821458E-1,-2.874136344E-2,9.865822755E-1
1.726360458E0,-1.527942121E-1,9.884163141E-1,-1.649055630E-2,1.000292367E0
1.736336458E0,-2.358754873E-1,9.807821512E-1,-1.367424522E-2,1.008839858E0
1.746311458E0,-3.075560629E-1,9.628297687E-1,-4.520694260E-3,1.010768189E0
1.756287458E0,-3.680693507E-1,9.379946589E-1,3.698282875E-3,1.007632227E0
1.766262458E0,-4.140224755E-1,9.094623327E-1,5.965164863E-3,9.992857089E-1
1.776238458E0,-4.442384839E-1,8.741634488E-1,8.863569237E-3,9.806060007E-1
1.786213458E0,-4.564543962E-1,8.380895853E-1,5.770307034E-3,9.543469313E-1
1.796189458E0,-4.511042237E-1,8.027805090E-1,7.295324467E-3,9.208717544E-1
1.806164458E0,-4.274676144E-1,7.719970345E-1,3.202399239E-4,8.824443808E-1
1.816140458E0,-3.926916420E-1,7.458093166E-1,-4.891678691E-4,8.428751401E-1
1.826115458E0,-3.384912610E-1,7.223564386E-1,-6.474356167E-3,7.977575293E-1
1.836091458E0,-2.724638283E-1,7.007251978E-1,-7.537896745E-3,7.518704413E-1
1.846066458E0,-1.981792301E-1,6.792997718E-1,-1.221840270E-2,7.077234464E-1
1.856042458E0,-1.189361215E-1,6.571819186E-1,-1.686206646E-2,6.680705086E-1
1.866017458E0,-2.960890532E-2,6.328459978E-1,-1.730575040E-2,6.337745918E-1
1.875993458E0,5.600038543E-2,6.039757133E-1,-2.174784988E-2,6.069560728E-1
1.885968458E0,1.387162954E-1,5.683721900E-1,-2.655991539E-2,5.856573965E-1
1.895943458E0,2.162368149E-1,5.250568986E-1,-2.647740953E-2,5.684577030E-1
1.905919458E0,2.846337259E-1,4.686873853E-1,-2.801298909E-2,5.490618823E-1
1.915894458E0,3.440649509E-1,4.131412208E-1,-2.920296043E-2,5.384414283E-1
1.925870458E0,3.901743889E-1,3.533788323E-1,-2.698641270E-2,5.271061747E-1
1.935845458E0,4.287995994E-1,3.038564026E-1,-2.347262204E-2,5.260691721E-1
1.945821458E0,4.457657933E-1,2.527714074E-1,-1.876202412E-2,5.127889824E-1
1.955796458E0,4.548415244E-1,2.079206854E-1,-1.464505680E-2,5.003261950E-1
1.965772458E0,4.429363906E-1,1.679999083E-1,-6.639328320E-3,4.737728317E-1
1.975747458E0,4.196299911E-1,1.332834959E-1,4.525072873E-4,4.402885695E-1
1.985723458E0,3.837710619E-1,9.995377064E-2,6.785770878E-3,3.966321103E-1
1.995698458E0,3.367395401E-1,7.598473877E-2,1.366695575E-2,3.454764595E-1
2.005674458E0,2.775292099E-1,4.828893021E-2,1.698871702E-2,2.822107362E-1
2.015649458E0,2.091205716E-1,2.087321877E-2,2.016425133E-2,2.111248488E-1
2.025625458E0,1.311557293E-1,-1.347863022E-2,2.182659507E-2,1.336409333E-1
2.035600458E0,4.963247478E-2,-5.155692622E-2,2.603696287E-2,7.615394034E-2
2.045576458E0,-2.568598092E-2,-9.496218711E-2,2.795044705E-2,1.022683435E-1
2.055551458E0,-1.070845053E-1,-1.373959482E-1,2.865392528E-2,1.765383394E-1
2.065527958E0,-1.834740788E-1,-1.781585515E-1,3.256424516E-2,2.578054249E-1
2.075502958E0,-2.526399195E-1,-2.245683223E-1,3.380176798E-2,3.397063730E-1
2.085477958E0,-3.152617514E-1,-2.690359056E-1,3.928148746E-2,4.163091708E-1
2.095453958E0,-3.650264144E-1,-3.102867901E-1,4.269748926E-2,4.809836285E-1
2.105428958E0,-4.015812278E-1,-3.484685421E-1,4.654575884E-2,5.337268168E-1
2.115404958E0,-4.260015190E-1,-3.805975914E-1,4.875582457E-2,5.733314497E-1
2.125379958E0,-4.335606396E-1,-4.138064086E-1,4.674194381E-2,6.011616932E-1
2.135355958E0,-4.309216142E-1,-4.434704483E-1,4.109834507E-2,6.197165078E-1
2.145330958E0,-4.158539772E-1,-4.749375582E-1,3.597043082E-2,6.322927221E-1
2.155306958E0,-3.793850243E-1,-5.022119284E-1,2.876640484E-2,6.300613650E-1
2.165281958E0,-3.392373323E-1,-5.336494446E-1,1.518721320E-2,6.325301169E-1
2.175257958E0,-2.850285470E-1,-5.649991035E-1,1.657892019E-3,6.328254169E-1
2.185232958E0,-2.264757603E-1,-6.030543447E-1,-9.673591703E-3,6.442510310E-1
2.195208958E0,-1.551902741E-1,-6.421329975E-1,-2.225217968E-2,6.609946801E-1
2.205183958E0,-8.543702960E-2,-6.838247776E-1,-3.022675216E-2,6.898039352E-1
2.215159958E0,-9.479972534E-3,-7.237235308E-1,-3.746257722E-2,7.247544850E-1
2.225134958E0,6.363578886E-2,-7.618765235E-1,-3.947592899E-2,7.655479734E-1
2.235110958E0,1.350879073E-1,-8.007624149E-1,-3.955592960E-2,8.130398880E-1
2.245085958E0,1.980426311E-1,-8.338263631E-1,-3.912023455E-2,8.579147279E-1
2.255061958E0,2.564769685E-1,-8.621723652E-1,-3.568498790E-2,9.002194405E-1
2.265036958E0,3.044287860E-1,-8.809812069E-1,-3.123750910E-2,9.326202628E-1
2.275012958E0,3.379432559E-1,-8.944556713E-1,-2.846198156E-2,9.565911752E-1
2.284987958E0,3.613428473E-1,-8.998184800E-1,-2.580760792E-2,9.700041149E-1
2.294962958E0,3.672080040E-1,-9.023744464E-1,-2.480529994E-2,9.745443359E-1
2.304938958E0,3.603618145E-1,-9.029899240E-1,-2.032426558E-2,9.724528348E-1
2.314913958E0,3.399560153E-1,-9.034490585E-1,-1.686931401E-2,9.654402454E-1
2.324889958E0,3.072350919E-1,-9.006287456E-1,-1.245352812E-2,9.516725432E-1
2.334864958E0,2.631541789E-1,-9.007972479E-1,-6.087892689E-3,9.384683618E-1
2.344840958E0,2.076565325E-1,-9.019695520E-1,-1.564780250E-3,9.255661818E-1
2.354815958E0,1.419796348E-1,-9.007617235E-1,8.236095309E-3,9.119198060E-1
2.364791958E0,7.035364211E-2,-9.024410844E-1,1.794811152E-2,9.053572115E-1
2.374766958E0,-2.617468126E-4,-9.004395604E-1,2.444526367E-2,9.007713591E-1
2.384742958E0,-7.708834857E-2,-8.951763511E-1,3.493625671E-2,8.991684242E-1
2.394717958E0,-1.450639963E-1,-8.900373578E-1,4.684321210E-2,9.029974240E-1
2.404693958E0,-2.122608721E-1,-8.739947081E-1,5.387768894E-2,9.010128928E-1
2.414668958E0,-2.750961483E-1,-8.571029305E-1,6.065019220E-2,9.022093827E-1
2.424644958E0,-3.254008591E-1,-8.346008658E-1,6.486038119E-2,8.981376250E-1
2.434619958E0,-3.645978868E-1,-8.086510897E-1,6.682348996E-2,8.895580828E-1
2.444595958E0,-3.907663822E-1,-7.797739506E-1,5.982577056E-2,8.742567714E-1
2.454570958E0,-4.074930251E-1,-7.530155182E-1,5.610751733E-2,8.580390373E-1
2.464546958E0,-4.111554027E-1,-7.290138006E-1,4.752548039E-2,8.383129236E-1
2.474521958E0,-4.009464681E-1,-6.995921135E-1,3.863595054E-2,8.072669523E-1
2.484496958E0,-3.806771338E-1,-6.767714620E-1,2.638434619E-2,7.769368222E-1
2.494472958E0,-3.433826566E-1,-6.533358097E-1,1.566050202E-2,7.382442552E-1
2.504447958E0,-2.959871888E-1,-6.324797869E-1,4.927962087E-3,6.983289923E-1
2.514423958E0,-2.465685308E-1,-6.135045290E-1,-3.837997094E-3,6.612099347E-1
2.524398958E0,-1.832311004E-1,-5.944642425E-1,-9.552341886E-3,6.221355310E-1
2.534374958E0,-1.188003495E-1,-5.724833012E-1,-1.459948346E-2,5.848622043E-1
2.544349958E0,-5.171505734E-2,-5.441951752E-1,-2.422681078E-2,5.471834923E-1
2.554325958E0,1.600196399E-2,-5.146987438E-1,-2.715760097E-2,5.156630635E-1
2.564300958E0,7.943126559E-2,-4.785503447E-1,-2.945883945E-2,4.859913390E-1
2.574276958E0,1.436081529E-1,-4.362185299E-1,-3.606532514E-2,4.606632339E-1
2.584251958E0,2.006820887E-1,-3.910307884E-1,-3.825657070E-2,4.411824378E-1
2.594227958E0,2.498034984E-1,-3.444734514E-1,-3.891162574E-2,4.272913071E-1
2.604202958E0,2.871138453E-1,-3.019449115E-1,-4.359133169E-2,4.189335197E-1
2.614178958E0,3.141244948E-1,-2.640650272E-1,-4.347254336E-2,4.126674192E-1
2.624153958E0,3.314446211E-1,-2.203654945E-1,-4.108555242E-2,4.001306170E-1
2.634129958E0,3.353939354E-1,-1.823472679E-1,-3.882764280E-2,3.837280337E-1
2.644104958E0,3.289485574E-1,-1.402458847E-1,-3.617220372E-2,3.594224393E-1
2.654080958E0,3.075323999E-1,-1.099861264E-1,-3.356019408E-2,3.283282072E-1
2.664055958E0,2.737869620E-1,-7.831235230E-2,-2.873587608E-2,2.862129901E-1
2.674030958E0,2.347338796E-1,-4.708228260E-2,-2.543288469E-2,2.407562402E-1
2.684006958E0,1.880454719E-1,-1.335627772E-2,-1.367849112E-2,1.890147898E-1
2.693981958E0,1.358775944E-1,2.501917258E-2,-6.193818990E-3,1.383005533E-1
2.703957958E0,8.014936000E-2,6.433595717E-2,1.470758580E-3,1.027871511E-1
2.713932958E0,1.931049675E-2,1.118033230E-1,1.127467304E-2,1.140175275E-1
2.723908958E0,-4.178188741E-2,1.549342871E-1,1.917627268E-2,1.616109181E-1
2.733883958E0,-9.662437439E-2,2.062512040E-1,2.659792826E-2,2.293104417E-1
2.743859958E0,-1.484673321E-1,2.612156570E-1,3.207605332E-2,3.021672407E-1
2.753834958E0,-1.987969428E-1,3.156590164E-1,3.373846784E-2,3.745652457E-1
2.763810958E0,-2.383097261E-1,3.681192994E-1,3.878222778E-2,4.402356248E-1
2.773785958E0,-2.698114216E-1,4.199268818E-1,3.933272511E-2,5.006833855E-1
2.783761958E0,-2.955991030E-1,4.647095501E-1,3.687755764E-2,5.519907154E-1
2.793736958E0,-3.037658334E-1,5.058236122E-1,3.817018494E-2,5.912598170E-1
2.803712958E0,-3.033775389E-1,5.454186797E-1,3.387796879E-2,6.250337463E-1
2.813687958E0,-2.910170555E-1,5.722436309E-1,2.972168103E-2,6.426796076E-1
2.823663958E0,-2.708566785E-1,5.982682705E-1,2.515116334E-2,6.572068508E-1
2.833638958E0,-2.378180027E-1,6.155218482E-1,2.100810036E-2,6.602013998E-1
2.843614958E0,-1.978676617E-1,6.299657822E-1,1.484794263E-2,6.604763127E-1
2.853589958E0,-1.493730545E-1,6.479421258E-1,9.728421457E-3,6.650082330E-1
2.863565958E0,-8.997949213E-2,6.608078480E-1,6.532362662E-3,6.669377727E-1
2.873540958E0,-3.322046995E-2,6.777083874E-1,2.801611088E-3,6.785278970E-1
2.883515958E0,2.821546234E-2,6.925786734E-1,-3.309544642E-3,6.931610810E-1
2.893491958E0,8.973576128E-2,7.106756568E-1,-5.335017107E-3,7.163385083E-1
2.903466958E0,1.479489952E-1,7.320925593E-1,-6.537168287E-3,7.469211171E-1
2.913442958E0,2.072327435E-1,7.553977370E-1,-9.755264036E-3,7.833685699E-1
2.923417958E0,2.578759491E-1,7.766385674E-1,-1.484989189E-2,8.184668526E-1
2.933393958E0,2.972598672E-1,7.966637611E-1,-2.035169676E-2,8.505590917E-1
2.943368958E0,3.297400475E-1,8.119047880E-1,-2.686765417E-2,8.767210244E-1
2.953344958E0,3.531329632E-1,8.302915096E-1,-3.388924152E-2,9.029038494E-1
2.963319958E0,3.621038198E-1,8.468592763E-1,-4.158737510E-2,9.219649234E-1
2.973295958E0,3.616414070E-1,8.546249866E-1,-4.657788575E-2,9.291597680E-1
2.983270958E0,3.471351862E-1,8.580207825E-1,-5.251380429E-2,9.270707634E-1
2.993246958E0,3.231865168E-1,8.568753004E-1,-5.637426674E-2,9.175308513E-1
3.003221958E0,2.844542861E-1,8.548299670E-1,-5.517877638E-2,9.026035734E-1
3.013197958E0,2.445029765E-1,8.502531052E-1,-5.562365428E-2,8.864570149E-1
3.023172958E0,1.982934028E-1,8.449403644E-1,-4.769702256E-2,8.692062465E-1
